file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/Users/tupacrocher/IdeaProjects/SampleProject/src/main/java/com/montpellier/Computer.java,com.montpellier.Computer,Computer/0,true,6,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/Users/tupacrocher/IdeaProjects/SampleProject/src/main/java/com/montpellier/Computer.java,com.montpellier.Computer,isOn/0,false,10,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/Users/tupacrocher/IdeaProjects/SampleProject/src/main/java/com/montpellier/Computer.java,com.montpellier.Computer,turnOnComputer/0,false,14,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
/Users/tupacrocher/IdeaProjects/SampleProject/src/main/java/com/montpellier/Computer.java,com.montpellier.Computer,turnOffComputer/0,false,18,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
/Users/tupacrocher/IdeaProjects/SampleProject/src/main/java/com/montpellier/Office.java,com.montpellier.Office,Office/0,true,6,1,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
